ArXiv Id,Ground Truth ROR IDs,Extracted ROR IDs,Missing ROR IDs,Extra ROR IDs
2201.00550v3,"{'https://ror.org/04jr1s763', 'https://ror.org/05g6ben79', 'https://ror.org/01kj4z117'}","{'https://ror.org/04atp4p48', 'https://ror.org/05g6ben79', 'https://ror.org/01kj4z117'}",{'https://ror.org/04jr1s763'},{'https://ror.org/04atp4p48'}
2201.00552v1,"{'https://ror.org/01mv9t934', 'https://ror.org/003xyzq10', 'https://ror.org/053w1zy07'}","{'https://ror.org/003xyzq10', 'https://ror.org/053w1zy07'}",{'https://ror.org/01mv9t934'},set()
2201.00554v1,"{'https://ror.org/03yj89h83', 'https://ror.org/020hwjq30'}","{'https://ror.org/014rks409', 'https://ror.org/03yj89h83', 'https://ror.org/020hwjq30'}",set(),{'https://ror.org/014rks409'}
2201.00555v1,"{'https://ror.org/04w9fbh59', 'https://ror.org/03yj89h83', 'https://ror.org/020hwjq30'}","{'https://ror.org/04w9fbh59', 'https://ror.org/020hwjq30', 'https://ror.org/04gs0eq62'}",{'https://ror.org/03yj89h83'},{'https://ror.org/04gs0eq62'}
2201.00556v3,"{'https://ror.org/00z54nq84', 'https://ror.org/02v6kpv12', 'https://ror.org/02e7b5302', 'https://ror.org/01kcva023', 'https://ror.org/02h158026', 'https://ror.org/02en5vm52', 'https://ror.org/019tgvf94', 'https://ror.org/01w0hda30', 'https://ror.org/027jrtw17', 'https://ror.org/0425b4h79', 'https://ror.org/02e24yw40', 'https://ror.org/02feahw73', 'https://ror.org/004raaa70', 'https://ror.org/04b0z7q78', 'https://ror.org/01tgyzw49'}","{'https://ror.org/01tgyzw49', 'https://ror.org/02feahw73'}","{'https://ror.org/00z54nq84', 'https://ror.org/02v6kpv12', 'https://ror.org/02e7b5302', 'https://ror.org/01kcva023', 'https://ror.org/02h158026', 'https://ror.org/02en5vm52', 'https://ror.org/019tgvf94', 'https://ror.org/01w0hda30', 'https://ror.org/027jrtw17', 'https://ror.org/0425b4h79', 'https://ror.org/02e24yw40', 'https://ror.org/004raaa70', 'https://ror.org/04b0z7q78'}",set()
2201.00558v1,{'https://ror.org/0116zj450'},{'https://ror.org/019sw1443'},{'https://ror.org/0116zj450'},{'https://ror.org/019sw1443'}
2201.00559v2,{'https://ror.org/00240q980'},"{'https://ror.org/013meh722', 'https://ror.org/01r1e1h27'}",{'https://ror.org/00240q980'},"{'https://ror.org/013meh722', 'https://ror.org/01r1e1h27'}"
2201.00560v2,{'https://ror.org/04h9pn542'},"{'https://ror.org/04h9pn542', 'https://ror.org/04kfyt897'}",set(),{'https://ror.org/04kfyt897'}
2201.00562v2,"{'https://ror.org/01hhn8329', 'https://ror.org/039bjqg32', 'https://ror.org/03sry2h30', 'https://ror.org/05j873a45', 'https://ror.org/046ak2485'}",{'https://ror.org/039bjqg32'},"{'https://ror.org/046ak2485', 'https://ror.org/03sry2h30', 'https://ror.org/01hhn8329', 'https://ror.org/05j873a45'}",set()
2201.00563v1,"{'https://ror.org/03t52dk35', 'https://ror.org/04r659a56', 'https://ror.org/00fs9wb06', 'https://ror.org/00268wk31', 'https://ror.org/03k9q0e81', 'https://ror.org/017v7rz39', 'https://ror.org/00wfvh315'}","{'https://ror.org/0384j8v12', 'https://ror.org/03t52dk35', 'https://ror.org/00fs9wb06', 'https://ror.org/00s8h5d08', 'https://ror.org/03k9q0e81', 'https://ror.org/04k89yk85', 'https://ror.org/017v7rz39', 'https://ror.org/00wfvh315'}","{'https://ror.org/04r659a56', 'https://ror.org/00268wk31'}","{'https://ror.org/04k89yk85', 'https://ror.org/0384j8v12', 'https://ror.org/00s8h5d08'}"
2201.00564v1,{'https://ror.org/05n3dz165'},{'https://ror.org/05k73zm37'},{'https://ror.org/05n3dz165'},{'https://ror.org/05k73zm37'}
2201.00565v2,"{'https://ror.org/023hj5876', 'https://ror.org/01sf06y89'}","{'https://ror.org/01sf06y89', 'https://ror.org/00g2ypp58'}",{'https://ror.org/023hj5876'},{'https://ror.org/00g2ypp58'}
2201.00566v1,"{'https://ror.org/05vghhr25', 'https://ror.org/02y72wh86', 'https://ror.org/019frbz80', 'https://ror.org/03yj89h83', 'https://ror.org/03cmntr54', 'https://ror.org/01r9z8p25', 'https://ror.org/0267vjk41'}","{'https://ror.org/05vghhr25', 'https://ror.org/019frbz80', 'https://ror.org/00strmv13', 'https://ror.org/03yj89h83', 'https://ror.org/0267vjk41'}","{'https://ror.org/02y72wh86', 'https://ror.org/03cmntr54', 'https://ror.org/01r9z8p25'}",{'https://ror.org/00strmv13'}
2201.00567v3,"{'https://ror.org/030reqw53', 'https://ror.org/05t4pvx35'}",{'https://ror.org/05t4pvx35'},{'https://ror.org/030reqw53'},set()
2201.00568v1,"{'https://ror.org/03yj89h83', 'https://ror.org/020hwjq30'}","{'https://ror.org/014rks409', 'https://ror.org/020hwjq30', 'https://ror.org/05s92vm98', 'https://ror.org/03yj89h83'}",set(),"{'https://ror.org/05s92vm98', 'https://ror.org/014rks409'}"
2201.00569v3,{'https://ror.org/030reqw53'},{'https://ror.org/05t4pvx35'},{'https://ror.org/030reqw53'},{'https://ror.org/05t4pvx35'}
2201.00570v2,"{'https://ror.org/03bnmw459', 'https://ror.org/05s754026', 'https://ror.org/058kzsd48'}","{'https://ror.org/03bnmw459', 'https://ror.org/058rn5r42', 'https://ror.org/05s754026', 'https://ror.org/05g1zjw44', 'https://ror.org/058kzsd48'}",set(),"{'https://ror.org/05g1zjw44', 'https://ror.org/058rn5r42'}"
2201.00571v1,"{'https://ror.org/046ak2485', 'https://ror.org/01rdrb571', 'https://ror.org/048tbm396', 'https://ror.org/00x69rs40'}",{'https://ror.org/018mejw64'},"{'https://ror.org/048tbm396', 'https://ror.org/01rdrb571', 'https://ror.org/046ak2485', 'https://ror.org/00x69rs40'}",{'https://ror.org/018mejw64'}
2201.00572v2,"{'https://ror.org/03x516a66', 'https://ror.org/0359s0245'}","{'https://ror.org/0359s0245', 'https://ror.org/01c1w6d29'}",{'https://ror.org/03x516a66'},{'https://ror.org/01c1w6d29'}
2201.00574v1,"{'https://ror.org/05bxb3784', 'https://ror.org/01tpvdq80'}","{'https://ror.org/05bxb3784', 'https://ror.org/01ej9dk98', 'https://ror.org/01tpvdq80'}",set(),{'https://ror.org/01ej9dk98'}
2201.00575v1,"{'https://ror.org/03490as77', 'https://ror.org/020hwjq30', 'https://ror.org/04pkc8m17'}","{'https://ror.org/03490as77', 'https://ror.org/020hwjq30'}",{'https://ror.org/04pkc8m17'},set()
2201.00576v1,"{'https://ror.org/0112mx960', 'https://ror.org/057zh3y96', 'https://ror.org/01dq60k83', 'https://ror.org/048rj2z13', 'https://ror.org/01sjwvz98'}","{'https://ror.org/03eh3y714', 'https://ror.org/0112mx960', 'https://ror.org/057zh3y96', 'https://ror.org/01dq60k83', 'https://ror.org/01js2sh04', 'https://ror.org/01ggx4157'}","{'https://ror.org/01sjwvz98', 'https://ror.org/048rj2z13'}","{'https://ror.org/01js2sh04', 'https://ror.org/01ggx4157', 'https://ror.org/03eh3y714'}"
2201.00577v2,"{'https://ror.org/0101er145', 'https://ror.org/02edavb98', 'https://ror.org/0166hxq48', 'https://ror.org/042t93s57'}",{'https://ror.org/01js2sh04'},"{'https://ror.org/0101er145', 'https://ror.org/02edavb98', 'https://ror.org/0166hxq48', 'https://ror.org/042t93s57'}",{'https://ror.org/01js2sh04'}
2201.00579v2,"{'https://ror.org/0443cwa12', 'https://ror.org/02gfc7t72', 'https://ror.org/03gz4y884', 'https://ror.org/03a5xsc56', 'https://ror.org/042rh9p26', 'https://ror.org/00a0jsq62', 'https://ror.org/04h1h0y33', 'https://ror.org/041kmwe10', 'https://ror.org/02haar591', 'https://ror.org/02feahw73', 'https://ror.org/04zaypm56', 'https://ror.org/01q76b368', 'https://ror.org/021018s57', 'https://ror.org/05a28rw58', 'https://ror.org/022wqqf69', 'https://ror.org/00shsf120', 'https://ror.org/04cw6st05', 'https://ror.org/035xkbk20', 'https://ror.org/00jjx8s55', 'https://ror.org/00mw0tw28', 'https://ror.org/05060sz93', 'https://ror.org/02nrqs528', 'https://ror.org/03dsd0g48', 'https://ror.org/040af2s02', 'https://ror.org/0558j5q12', 'https://ror.org/03dtebk39', 'https://ror.org/01a8ajp46', 'https://ror.org/03bea9k73', 'https://ror.org/05ggc9x40', 'https://ror.org/01n6r0e97', 'https://ror.org/056yktd04', 'https://ror.org/038jp4m40', 'https://ror.org/01wwwe276', 'https://ror.org/042tfbd02', 'https://ror.org/05hy3tk52', 'https://ror.org/0220mzb33', 'https://ror.org/00bas1c41', 'https://ror.org/02kzqn938', 'https://ror.org/05q3vnk25', 'https://ror.org/03xjwb503', 'https://ror.org/04eyx5a65', 'https://ror.org/040f08y74', 'https://ror.org/00n8ttd98', 'https://ror.org/03x94j517', 'https://ror.org/027m9bs27', 'https://ror.org/034yrjf77', 'https://ror.org/03epxcz56', 'https://ror.org/025vp2923', 'https://ror.org/03mkjjy25', 'https://ror.org/01q8k8p90', 'https://ror.org/01rvn4p91', 'https://ror.org/03eh3y714', 'https://ror.org/05hppb561', 'https://ror.org/05f82e368', 'https://ror.org/00q7d9z06', 'https://ror.org/01vw4c203', 'https://ror.org/0268ecp52', 'https://ror.org/04kdfz702', 'https://ror.org/001aqnf71'}","{'https://ror.org/00shsf120', 'https://ror.org/042rh9p26', 'https://ror.org/03a5xsc56', 'https://ror.org/03eh3y714', 'https://ror.org/05hppb561', 'https://ror.org/00q7d9z06', 'https://ror.org/02feahw73', 'https://ror.org/027m9bs27', 'https://ror.org/03d47z838'}","{'https://ror.org/0443cwa12', 'https://ror.org/02gfc7t72', 'https://ror.org/03gz4y884', 'https://ror.org/00a0jsq62', 'https://ror.org/04h1h0y33', 'https://ror.org/041kmwe10', 'https://ror.org/02haar591', 'https://ror.org/04zaypm56', 'https://ror.org/01q76b368', 'https://ror.org/021018s57', 'https://ror.org/05a28rw58', 'https://ror.org/022wqqf69', 'https://ror.org/04cw6st05', 'https://ror.org/035xkbk20', 'https://ror.org/00jjx8s55', 'https://ror.org/00mw0tw28', 'https://ror.org/05060sz93', 'https://ror.org/02nrqs528', 'https://ror.org/03dsd0g48', 'https://ror.org/040af2s02', 'https://ror.org/0558j5q12', 'https://ror.org/03dtebk39', 'https://ror.org/01a8ajp46', 'https://ror.org/03bea9k73', 'https://ror.org/05ggc9x40', 'https://ror.org/01n6r0e97', 'https://ror.org/056yktd04', 'https://ror.org/038jp4m40', 'https://ror.org/01wwwe276', 'https://ror.org/042tfbd02', 'https://ror.org/05hy3tk52', 'https://ror.org/0220mzb33', 'https://ror.org/00bas1c41', 'https://ror.org/02kzqn938', 'https://ror.org/05q3vnk25', 'https://ror.org/03xjwb503', 'https://ror.org/04eyx5a65', 'https://ror.org/040f08y74', 'https://ror.org/00n8ttd98', 'https://ror.org/03x94j517', 'https://ror.org/034yrjf77', 'https://ror.org/03epxcz56', 'https://ror.org/025vp2923', 'https://ror.org/03mkjjy25', 'https://ror.org/01q8k8p90', 'https://ror.org/01rvn4p91', 'https://ror.org/05f82e368', 'https://ror.org/01vw4c203', 'https://ror.org/0268ecp52', 'https://ror.org/04kdfz702', 'https://ror.org/001aqnf71'}",{'https://ror.org/03d47z838'}
2201.00580v1,"{'https://ror.org/04je6yw13', 'https://ror.org/05q3vnk25', 'https://ror.org/04xf6nm78', 'https://ror.org/01jp0tk64', 'https://ror.org/02en5vm52', 'https://ror.org/053kxkj53', 'https://ror.org/022zbs961'}",{'https://ror.org/04xf6nm78'},"{'https://ror.org/04je6yw13', 'https://ror.org/05q3vnk25', 'https://ror.org/01jp0tk64', 'https://ror.org/02en5vm52', 'https://ror.org/053kxkj53', 'https://ror.org/022zbs961'}",set()
2201.00581v1,"{'https://ror.org/04gzb2213', 'https://ror.org/047x65e68', 'https://ror.org/048xjjh50'}",{'https://ror.org/013meh722'},"{'https://ror.org/04gzb2213', 'https://ror.org/047x65e68', 'https://ror.org/048xjjh50'}",{'https://ror.org/013meh722'}
2201.00582v2,"{'https://ror.org/05f0yaq80', 'https://ror.org/04cw6st05', 'https://ror.org/03r06fs10', 'https://ror.org/026vcq606', 'https://ror.org/0220mzb33'}","{'https://ror.org/05f0yaq80', 'https://ror.org/026vcq606'}","{'https://ror.org/03r06fs10', 'https://ror.org/04cw6st05', 'https://ror.org/0220mzb33'}",set()
2201.00583v1,"{'https://ror.org/006hf6230', 'https://ror.org/02e2c7k09'}",{'https://ror.org/006hf6230'},{'https://ror.org/02e2c7k09'},set()
2201.00584v1,"{'https://ror.org/02558wk32', 'https://ror.org/058np3c43'}","{'https://ror.org/01kzn7k21', 'https://ror.org/058np3c43'}",{'https://ror.org/02558wk32'},{'https://ror.org/01kzn7k21'}
2201.00585v2,{'https://ror.org/03r8z3t63'},{'https://ror.org/05mmh0f86'},{'https://ror.org/03r8z3t63'},{'https://ror.org/05mmh0f86'}
2201.00587v1,set(),"{'https://ror.org/040t43x18', 'https://ror.org/002h8g185'}",set(),"{'https://ror.org/040t43x18', 'https://ror.org/002h8g185'}"
2201.00589v2,{'https://ror.org/00fkqwx76'},"{'https://ror.org/04pz7b180', 'https://ror.org/00fkqwx76'}",set(),{'https://ror.org/04pz7b180'}
2201.00590v1,{'https://ror.org/002h8g185'},"{'https://ror.org/040t43x18', 'https://ror.org/002h8g185'}",set(),{'https://ror.org/040t43x18'}
2201.00591v1,"{'https://ror.org/006bxqs05', 'https://ror.org/017wvtq80', 'https://ror.org/043pwc612'}",{'https://ror.org/017wvtq80'},"{'https://ror.org/006bxqs05', 'https://ror.org/043pwc612'}",set()
2201.00592v1,set(),{'https://ror.org/040t43x18'},set(),{'https://ror.org/040t43x18'}
2201.00593v2,"{'https://ror.org/03xjwb503', 'https://ror.org/014p8mr66', 'https://ror.org/041hz9568', 'https://ror.org/02feahw73', 'https://ror.org/04kdfz702'}","{'https://ror.org/041hz9568', 'https://ror.org/02feahw73'}","{'https://ror.org/04kdfz702', 'https://ror.org/014p8mr66', 'https://ror.org/03xjwb503'}",set()
2201.00594v1,{'https://ror.org/03v4gjf40'},set(),{'https://ror.org/03v4gjf40'},set()
2201.00595v1,{'https://ror.org/01hvx5h04'},{'https://ror.org/013meh722'},{'https://ror.org/01hvx5h04'},{'https://ror.org/013meh722'}
2201.00596v1,"{'https://ror.org/02s376052', 'https://ror.org/01swzsf04', 'https://ror.org/01rvn4p91'}",{'https://ror.org/01swzsf04'},"{'https://ror.org/02s376052', 'https://ror.org/01rvn4p91'}",set()
2201.00597v1,"{'https://ror.org/04chrp450', 'https://ror.org/01hfpy566', 'https://ror.org/02kpeqv85', 'https://ror.org/05kzadn81', 'https://ror.org/03t78wx29', 'https://ror.org/057zh3y96', 'https://ror.org/017hkng22', 'https://ror.org/01dq60k83', 'https://ror.org/05bxb3784'}","{'https://ror.org/04chrp450', 'https://ror.org/01hfpy566', 'https://ror.org/02chw6z69', 'https://ror.org/02kpeqv85', 'https://ror.org/03t78wx29', 'https://ror.org/017hkng22', 'https://ror.org/01dq60k83'}","{'https://ror.org/05kzadn81', 'https://ror.org/05bxb3784', 'https://ror.org/057zh3y96'}",{'https://ror.org/02chw6z69'}
2201.00600v1,"{'https://ror.org/02xtbq882', 'https://ror.org/034t30j35', 'https://ror.org/01v29qb04', 'https://ror.org/05hs6h993', 'https://ror.org/027m9bs27', 'https://ror.org/01ggx4157'}","{'https://ror.org/02xtbq882', 'https://ror.org/034t30j35', 'https://ror.org/01v29qb04', 'https://ror.org/05hs6h993', 'https://ror.org/027m9bs27'}",{'https://ror.org/01ggx4157'},set()
2201.00601v1,{'https://ror.org/008xxew50'},"{'https://ror.org/008xxew50', 'https://ror.org/053pw6b94'}",set(),{'https://ror.org/053pw6b94'}
2201.00602v1,{'https://ror.org/04qtj9h94'},{'https://ror.org/05svhj534'},{'https://ror.org/04qtj9h94'},{'https://ror.org/05svhj534'}
2201.00605v2,"{'https://ror.org/030sjb889', 'https://ror.org/00582g326'}",{'https://ror.org/00582g326'},{'https://ror.org/030sjb889'},set()
2201.00606v1,"{'https://ror.org/01xtjs520', 'https://ror.org/00py81415', 'https://ror.org/03ht1xw27', 'https://ror.org/02bv3zr67'}","{'https://ror.org/05w6wfp17', 'https://ror.org/00py81415'}","{'https://ror.org/01xtjs520', 'https://ror.org/02bv3zr67', 'https://ror.org/03ht1xw27'}",{'https://ror.org/05w6wfp17'}
2201.00607v3,"{'https://ror.org/03awzbc87', 'https://ror.org/01mv9t934'}","{'https://ror.org/033tgbx59', 'https://ror.org/01q6w5x52'}","{'https://ror.org/03awzbc87', 'https://ror.org/01mv9t934'}","{'https://ror.org/033tgbx59', 'https://ror.org/01q6w5x52'}"
2201.00608v1,"{'https://ror.org/00z54nq84', 'https://ror.org/03fd77x13', 'https://ror.org/00jjx8s55', 'https://ror.org/034t30j35', 'https://ror.org/04c4dkn09', 'https://ror.org/04m1bn674', 'https://ror.org/04h1h0y33', 'https://ror.org/01920cw75', 'https://ror.org/013cjyk83', 'https://ror.org/05f82e368', 'https://ror.org/02y0rxk19', 'https://ror.org/02feahw73', 'https://ror.org/029nkcm90', 'https://ror.org/02eb4t121', 'https://ror.org/04kdfz702'}","{'https://ror.org/034t30j35', 'https://ror.org/04c4dkn09', 'https://ror.org/01rxvg760', 'https://ror.org/02feahw73', 'https://ror.org/02eb4t121'}","{'https://ror.org/00z54nq84', 'https://ror.org/03fd77x13', 'https://ror.org/00jjx8s55', 'https://ror.org/04m1bn674', 'https://ror.org/04h1h0y33', 'https://ror.org/01920cw75', 'https://ror.org/013cjyk83', 'https://ror.org/05f82e368', 'https://ror.org/02y0rxk19', 'https://ror.org/029nkcm90', 'https://ror.org/04kdfz702'}",{'https://ror.org/01rxvg760'}
2201.00609v2,{'https://ror.org/01scyh794'},{'https://ror.org/01rxvg760'},{'https://ror.org/01scyh794'},{'https://ror.org/01rxvg760'}
2201.00610v1,"{'https://ror.org/0042e5975', 'https://ror.org/042t93s57', 'https://ror.org/03aydme10', 'https://ror.org/0101er145', 'https://ror.org/02edavb98', 'https://ror.org/04zaypm56', 'https://ror.org/03c44v465', 'https://ror.org/0166hxq48'}","{'https://ror.org/0042e5975', 'https://ror.org/00wk05f95', 'https://ror.org/03aydme10'}","{'https://ror.org/042t93s57', 'https://ror.org/0101er145', 'https://ror.org/02edavb98', 'https://ror.org/04zaypm56', 'https://ror.org/03c44v465', 'https://ror.org/0166hxq48'}",{'https://ror.org/00wk05f95'}
2201.00612v1,"{'https://ror.org/04txgxn49', 'https://ror.org/023znxa73', 'https://ror.org/02k8cbn47', 'https://ror.org/0281dp749', 'https://ror.org/05qpz1x62'}",{'https://ror.org/04txgxn49'},"{'https://ror.org/0281dp749', 'https://ror.org/023znxa73', 'https://ror.org/02k8cbn47', 'https://ror.org/05qpz1x62'}",set()
2201.00613v1,"{'https://ror.org/047gc3g35', 'https://ror.org/029ycp228'}",{'https://ror.org/047gc3g35'},{'https://ror.org/029ycp228'},set()
2201.00614v2,"{'https://ror.org/030sjb889', 'https://ror.org/03vfp4g33', 'https://ror.org/02qyf5152', 'https://ror.org/02af4h012'}",set(),"{'https://ror.org/030sjb889', 'https://ror.org/03vfp4g33', 'https://ror.org/02qyf5152', 'https://ror.org/02af4h012'}",set()
2201.00615v2,"{'https://ror.org/04dhbjd70', 'https://ror.org/027ka1x80', 'https://ror.org/02acart68'}",{'https://ror.org/02acart68'},"{'https://ror.org/04dhbjd70', 'https://ror.org/027ka1x80'}",set()
2201.00617v1,{'https://ror.org/04njjy449'},set(),{'https://ror.org/04njjy449'},set()
2201.00618v1,"{'https://ror.org/046ra5d44', 'https://ror.org/03x0c7470', 'https://ror.org/00r5tk108', 'https://ror.org/03s7gtk40'}","{'https://ror.org/041nas322', 'https://ror.org/03s7gtk40'}","{'https://ror.org/046ra5d44', 'https://ror.org/03x0c7470', 'https://ror.org/00r5tk108'}",{'https://ror.org/041nas322'}
2201.00619v1,{'https://ror.org/019tgvf94'},{'https://ror.org/013meh722'},{'https://ror.org/019tgvf94'},{'https://ror.org/013meh722'}
2201.00622v1,"{'https://ror.org/03v76x132', 'https://ror.org/0161xgx34'}",{'https://ror.org/03v76x132'},{'https://ror.org/0161xgx34'},set()
2201.00624v2,"{'https://ror.org/03ydkyb10', 'https://ror.org/01y2jtd41', 'https://ror.org/0405mnx93', 'https://ror.org/0082ybm03', 'https://ror.org/05sqd3t97', 'https://ror.org/011vxgd24', 'https://ror.org/036nfer12'}","{'https://ror.org/04qskqr65', 'https://ror.org/01y2jtd41', 'https://ror.org/011vxgd24', 'https://ror.org/036nfer12'}","{'https://ror.org/0082ybm03', 'https://ror.org/05sqd3t97', 'https://ror.org/0405mnx93', 'https://ror.org/03ydkyb10'}",{'https://ror.org/04qskqr65'}
2201.00625v1,"{'https://ror.org/00k642b80', 'https://ror.org/02kkvpp62'}","{'https://ror.org/05591te55', 'https://ror.org/02kkvpp62'}",{'https://ror.org/00k642b80'},{'https://ror.org/05591te55'}
2201.00626v1,"{'https://ror.org/054spjc55', 'https://ror.org/03yj89h83', 'https://ror.org/00jc20583', 'https://ror.org/02smfhw86'}","{'https://ror.org/054spjc55', 'https://ror.org/03yj89h83', 'https://ror.org/02smfhw86', 'https://ror.org/05k73zm37'}",{'https://ror.org/00jc20583'},{'https://ror.org/05k73zm37'}
2201.00627v2,"{'https://ror.org/030emg558', 'https://ror.org/01y64my43', 'https://ror.org/01q1z8k08', 'https://ror.org/01zbnvs85'}",{'https://ror.org/01y64my43'},"{'https://ror.org/030emg558', 'https://ror.org/01q1z8k08', 'https://ror.org/01zbnvs85'}",set()
2201.00629v1,"{'https://ror.org/00z54nq84', 'https://ror.org/051escj72', 'https://ror.org/00s19x989', 'https://ror.org/02feahw73', 'https://ror.org/0431hh004'}",{'https://ror.org/051escj72'},"{'https://ror.org/00s19x989', 'https://ror.org/00z54nq84', 'https://ror.org/02feahw73', 'https://ror.org/0431hh004'}",set()
2201.00632v3,"{'https://ror.org/04vnq7t77', 'https://ror.org/04xfq0f34'}","{'https://ror.org/018mejw64', 'https://ror.org/04vnq7t77'}",{'https://ror.org/04xfq0f34'},{'https://ror.org/018mejw64'}
2201.00634v1,{'https://ror.org/03ht1xw27'},set(),{'https://ror.org/03ht1xw27'},set()
2201.00635v1,"{'https://ror.org/00rcxh774', 'https://ror.org/01hhn8329', 'https://ror.org/00yee3n23', 'https://ror.org/04jvemc39', 'https://ror.org/02feahw73', 'https://ror.org/057qpr032', 'https://ror.org/04kdfz702'}",{'https://ror.org/02feahw73'},"{'https://ror.org/00rcxh774', 'https://ror.org/01hhn8329', 'https://ror.org/00yee3n23', 'https://ror.org/04jvemc39', 'https://ror.org/057qpr032', 'https://ror.org/04kdfz702'}",set()
2201.00636v1,"{'https://ror.org/04c4dkn09', 'https://ror.org/057pe1087', 'https://ror.org/02zhqgq86'}","{'https://ror.org/04c4dkn09', 'https://ror.org/02zhqgq86'}",{'https://ror.org/057pe1087'},set()
2201.00637v1,"{'https://ror.org/0516ah480', 'https://ror.org/00mmn6b08', 'https://ror.org/01bj3aw27', 'https://ror.org/055n47h92', 'https://ror.org/01qz5mb56', 'https://ror.org/03ths8210'}","{'https://ror.org/01t3wyv61', 'https://ror.org/01qz5mb56', 'https://ror.org/004tze884'}","{'https://ror.org/0516ah480', 'https://ror.org/00mmn6b08', 'https://ror.org/01bj3aw27', 'https://ror.org/055n47h92', 'https://ror.org/03ths8210'}","{'https://ror.org/01t3wyv61', 'https://ror.org/004tze884'}"
2201.00638v3,"{'https://ror.org/010pmpe69', 'https://ror.org/05e74xb87'}",{'https://ror.org/010pmpe69'},{'https://ror.org/05e74xb87'},set()
2201.00639v2,{'https://ror.org/0530pts50'},"{'https://ror.org/0530pts50', 'https://ror.org/03y6m2j03'}",set(),{'https://ror.org/03y6m2j03'}
2201.00640v1,{'https://ror.org/05bk57929'},"{'https://ror.org/02xkdev90', 'https://ror.org/05bk57929'}",set(),{'https://ror.org/02xkdev90'}
2201.00641v1,"{'https://ror.org/00js3aw79', 'https://ror.org/02e7b5302', 'https://ror.org/01b2av652', 'https://ror.org/03rmrcq20', 'https://ror.org/0425b4h79', 'https://ror.org/05j6fvn87', 'https://ror.org/03tqb8s11'}","{'https://ror.org/00js3aw79', 'https://ror.org/02e7b5302', 'https://ror.org/03tqb8s11'}","{'https://ror.org/05j6fvn87', 'https://ror.org/0425b4h79', 'https://ror.org/01b2av652', 'https://ror.org/03rmrcq20'}",set()
2201.00643v1,{'https://ror.org/02yvp6477'},set(),{'https://ror.org/02yvp6477'},set()
2201.00648v1,"{'https://ror.org/00p4k0j84', 'https://ror.org/01sjwvz98', 'https://ror.org/048rj2z13'}","{'https://ror.org/00p4k0j84', 'https://ror.org/02s42x260'}","{'https://ror.org/01sjwvz98', 'https://ror.org/048rj2z13'}",{'https://ror.org/02s42x260'}
2201.00649v2,{'https://ror.org/00afp2z80'},set(),{'https://ror.org/00afp2z80'},set()
2201.00652v1,"{'https://ror.org/05h992307', 'https://ror.org/01bj3aw27', 'https://ror.org/00mmn6b08'}",{'https://ror.org/05h992307'},"{'https://ror.org/01bj3aw27', 'https://ror.org/00mmn6b08'}",set()
2201.00653v1,{'https://ror.org/03taz7m60'},set(),{'https://ror.org/03taz7m60'},set()
2201.00655v1,"{'https://ror.org/02e2c7k09', 'https://ror.org/00jc20583', 'https://ror.org/02ttsq026'}",{'https://ror.org/02ttsq026'},"{'https://ror.org/00jc20583', 'https://ror.org/02e2c7k09'}",set()
2201.00658v1,{'https://ror.org/05591te55'},set(),{'https://ror.org/05591te55'},set()
2201.00659v1,{'https://ror.org/04a5b0p13'},"{'https://ror.org/04a5b0p13', 'https://ror.org/05k89ew48'}",set(),{'https://ror.org/05k89ew48'}
2201.00660v2,"{'https://ror.org/02gh4kt33', 'https://ror.org/048tbm396'}",{'https://ror.org/02gh4kt33'},{'https://ror.org/048tbm396'},set()
2201.00661v1,"{'https://ror.org/01v4s0f07', 'https://ror.org/02m388s04', 'https://ror.org/02bv3zr67'}",set(),"{'https://ror.org/01v4s0f07', 'https://ror.org/02m388s04', 'https://ror.org/02bv3zr67'}",set()
2201.00662v1,"{'https://ror.org/030sjb889', 'https://ror.org/0022nd079'}",{'https://ror.org/0022nd079'},{'https://ror.org/030sjb889'},set()
2201.00663v2,"{'https://ror.org/00z54nq84', 'https://ror.org/02kzqn938', 'https://ror.org/05k9skc85', 'https://ror.org/00s19x989', 'https://ror.org/02vjkv261', 'https://ror.org/04e89s906', 'https://ror.org/00rydyx93', 'https://ror.org/02feahw73', 'https://ror.org/05x9zmx47', 'https://ror.org/04kdfz702', 'https://ror.org/02ppyfa04'}","{'https://ror.org/02feahw73', 'https://ror.org/05x9zmx47', 'https://ror.org/0495fxg12'}","{'https://ror.org/00z54nq84', 'https://ror.org/02kzqn938', 'https://ror.org/05k9skc85', 'https://ror.org/00s19x989', 'https://ror.org/02vjkv261', 'https://ror.org/04e89s906', 'https://ror.org/00rydyx93', 'https://ror.org/04kdfz702', 'https://ror.org/02ppyfa04'}",{'https://ror.org/0495fxg12'}
2201.00665v6,{'https://ror.org/013meh722'},set(),{'https://ror.org/013meh722'},set()
2201.00666v2,"{'https://ror.org/00z54nq84', 'https://ror.org/017d9yp59', 'https://ror.org/00jjx8s55', 'https://ror.org/03xjwb503', 'https://ror.org/02feahw73', 'https://ror.org/058rvd314'}","{'https://ror.org/00z54nq84', 'https://ror.org/02feahw73'}","{'https://ror.org/00jjx8s55', 'https://ror.org/03xjwb503', 'https://ror.org/017d9yp59', 'https://ror.org/058rvd314'}",set()
2201.00668v1,{'https://ror.org/00bgk9508'},{'https://ror.org/02eb0rk31'},{'https://ror.org/00bgk9508'},{'https://ror.org/02eb0rk31'}
