Scopus ID,Primary Org Name,Primary Org City,Primary Org State,Country Name
60094656,The Korea Transport Institute,Sejong,,South Korea
60094660,Korean Air Force Academy,Cheongju,Chungcheongbuk-do,South Korea
60094665,"Ministry of Education, Science and Technology, Korea",Seoul,Jongno-Gu,South Korea
60094745,Dominican University of California,San Rafael,CA,United States
60094758,"Instituto Nacional de Estadística y Geografía, Mexico",Tepic,NAY,Mexico
60094763,McLaren Technology Group,Surrey,BC,United Kingdom
60094767,Universidad Politécnica de Puebla,Puebla,PUE,Mexico
60094791,XIA LLC,Hayward,CA,United States
60094843,"Centre for High Performance Computing, Cape Town",Cape Town,Western Cape,South Africa
60094940,National Institute of Meteorological Research,Seogwipo,Jeju-do,South Korea
60094951,Halla University,Wonju,Gangwon-do,South Korea
60095071,"National Environment Agency, Singapore",Singapore City,,Singapore
60095080,National Healthcare Group ​Pte Ltd,Singapore City,,Singapore
60095081,"National Healthcare Group Polyclinics, Singapore",Singapore City,,Singapore
60095115,Universidad Politécnica de Chiapas,Tuxtla Gutierrez,CHP,Mexico
60095116,Universidad Politécnica de Tulancingo Hidalgo,Huapalcalco,HID,Mexico
60095231,Instituto Nacional de Medicina Genómica,Mexico,DF,Mexico
60095240,Instituto Tecnológico Superior de Uruapan,Uruapan,MIC,Mexico
60095340,PAREXEL International,Waltham,MA,United States
60095372,"National Space Organisation, Taiwan",Hsinchu,,Taiwan
60095417,Alexandra Instituttet AS,Aarhus,Midtjylland,Denmark
60095448,"Danish Epilepsy Centre, Dianalund",Dianalund,,Denmark
60095451,Danish Energy Agency,Copenhagen,Hovedstaden,Denmark
60095465,Russian Federation Ministry of Defence,Moscow,Moscow Oblast,Russian Federation
60095467,"A.V.Topchiev Institute of Petrochemical Synthesis, RAS",Moscow,,Russian Federation
60095470,A.N. Frumkin Institute of Physical Chemistry and Electrochemistry of the Russian Academy of Sciences,Moscow,,Russian Federation
60095472,G. A. Razuvaev Institute of Organometallic Chemistry of the Russian Academy of Sciences,Nizhny Novgorod,Nizhny Novgorod Oblast,Russian Federation
60095486,Ministry of Natural Resources of the Russian Federation,Moscow,Moscow Oblast,Russian Federation
60095502,Astrakhan State University,Astrakhan,Astrakhan Oblast,Russian Federation
60095505,Nizhny Novgorod State Technical University n.a. R.E. Alekseev,Nizhny Novgorod,Nizhny Novgorod Oblast,Russian Federation
60095506,Minin Nizhny Novgorod State Pedagogical University,Nizhny Novgorod,Nizhny Novgorod Oblast,Russian Federation
60095510,Bashkir State Pedagogical University,Ufa,Bashkortostan Republic,Russian Federation
60095511,State Scientific Research Institute of Chemistry and Technology of Organoelement Compounds,Moscow,Moscow Oblast,Russian Federation
60095514,Ulyanovsk State Technical University,Ulyanovsk,,Russian Federation
60095523,S.P. Korolev Rocket and Space Corporation Energia,Korolev,Moscow Oblast,Russian Federation
60095551,Blagoveshchensk State Pedagogical University,Blagoveshchensk,Amur Oblast,Russian Federation
60095553,Ryazan State Radio Engineering University,Ryazan,Ryazan Oblast,Russian Federation
60095556,Russian Federal Service For Hydrometeorology and Environmental Monitoring,Moscow,Moscow Oblast,Russian Federation
60095589,Korea Development Bank,Seoul,Yeongdeungpo-gu,South Korea
60095591,TongMyong University,Busan,,South Korea
60095595,"Medison Co., Ltd, Korea",Seoul,Gangnam-Ku,South Korea
60095700,California Institute for Quantitative Biosciences,Berkeley,CA,United States
60095721,Ramboll Foundation,Copenhagen,Hovedstaden,Denmark
60095780,Visa Inc.,San Francisco,CA,United States
60095814,Realtek Semiconductor Corp.,Hsinchu,,Taiwan
60095853,"Novatek Microelectronics Corp., Ltd.",Hsinchu,,Taiwan
60095877,Johns Hopkins Singapore International Medical Centre,Singapore City,,Singapore
60095885,"Prime Minister's Office, Singapore",Singapore City,,Singapore
60095890,The Beijing-Hong Kong-Singapore Joint Centre for Nonlinear and Complex Systems,Singapore City,,Singapore
60095925,Altran Technologies,Levallois-Perret,,France
60095982,Anritsu Corporation,Kanagawa,,Japan
60096185,"A.A.Baikov Institute of Metallurgy and Materials Science, Russian Academy of Sciences",Moscow,,Russian Federation
60096190,Enikolopov Institute of Synthetic Polymeric Materials Russian Academy of Sciences,Moscow,,Russian Federation
60096196,"Emanuel Institute of Biochemical Physics, Russian Academy of Sciences",Moscow,,Russian Federation
60096197,"Karelian Research Centre, Russian Academy of Sciences",Petrozavodsk,Karelia,Russian Federation
60096198,"Kazan Scientific Center, Russian Academy of Sciences",Kazan,Tatarstan Republic,Russian Federation
60096199,Kola Science Centre of the Russian Academy of Sciences,Apatity,Murmansk Oblast,Russian Federation
60096200,"Ufa Scientific Center, Russian Academy of Sciences",Ufa,Bashkortostan Republic,Russian Federation
60096204,MIREA - Russian Technological University (RTU MIREA),Moscow,Moscow Oblast,Russian Federation
60096245,Das Bayerische Zentrum für Angewandte Energieforschung e.V.,Wurzburg,Bayern,Germany
60096352,Intertrust Technologies Corporation,Sunnyvale,CA,United States
60096425,atesio GmbH,Berlin,Berlin,Germany
60096431,Autoliv Inc.,Stockholm,,Sweden
60096470,"Nuance Communications, Inc.",Burlington,MA,United States
60096478,"Citrix Systems, Inc.",Fort Lauderdale,FL,United States
60096552,Cabrillo College,Aptos,CA,United States
60096776,Boston Consulting Group Inc.,Boston,MA,United States
60096815,ARQUIMEA,Leganes,Madrid,Spain
60096819,BBVA S.A.,Bilbao,Biscay,Spain
60096843,comlet Verteilte Systeme GmbH,Zweibrucken,Rheinland-Pfalz,Germany
60096857,The Bank of New York Mellon Corporation,New York,NY,United States
60096874,Togliatti State University,Tolyatti,Samara Oblast,Russian Federation
60096983,Gobierno de Aragón,Zaragoza,Zaragoza,Spain
60097057,"Block Associates, Inc.",Lake Bluff,IL,United States
60097068,Boston Micromachines Corporation,Cambridge,MA,United States
60097081,Caliper Corporation,Newtown,MA,United States
60097089,"Cell Signaling Technology, Inc.",Danvers,MA,United States
60097099,Society of the Sisters of St Joseph of Tarbes,Bengaluru,KA,India
60097115,"Karmaveer Kakasaheb Wagh Education Society, Nashik",Nasik,MH,India
60097117,Karnatak Lingayat Education Society,Belgaum,KA,India
60097145,University of Kota,Kota,RJ,India
60097166,Maharajah Alak Narayan Society of Arts and Sciences Trust,Vizianagaram,AP,India
60097171,Marathwada Mitra Mandal,Pune,MH,India
60097177,Ministry of Earth Sciences,New Delhi,,India
60097185,"Modern Education Society, Pune",Pune,MH,India
60097186,"Modern Education Society's College of Engineering, Pune",Pune,MH,India
60097196,Nitte Education Trust,Mangalore,KA,India
60097204,"Nagarjuna Education Society, Bangalore",Bengaluru,KA,India
60097221,"National Institute of Medical Sciences, Jaipur",Jaipur,RJ,India
60097223,National Institute of Technology Silchar,Silchar,AS,India
60097241,City Educational & Social Welfare Society,Noida,UP,India
60097269,Mahatma Education Society,Mumbai,MH,India
60097276,"The CDM Group, Inc.",Bethesda,MD,United States
60097279,American Statistical Association,Alexandria,VA,United States
60097283,"Industria de Turbo Propulsores, S. A.",Madrid,Madrid,Spain
60097294,University of Sri Jayewardenepura,Nugegoda,,Sri Lanka
60097307,MIND Labs,East Lansing,MI,United States
60097343,University of the West of Scotland,Ayr,"South Ayrshire, Scotland",United Kingdom
60097350,Harvard-MIT Health Sciences and Technology,Cambridge,MA,United States
60097365,A.N. Severtsov Institute of Ecology and Evolution Russian Academy of Sciences,Moscow,,Russian Federation
60097369,Kazan State Power Engineering University,Kazan,Tatarstan Republic,Russian Federation
60097376,TVEL Corporation,Moscow,Moscow Oblast,Russian Federation
60097486,Ministry of Culture Government of India,New Delhi,,India
60097533,Chandigarh Group of Colleges,Mohali,PB,India
60097536,Charotar University of Science & Technology,Changa,GJ,India
60097547,CLAAS KGaA mbH,Harsewinkel,Nordrhein-Westfalen,Germany
60097553,Cognizant Technology Solutions,Teaneck,NJ,United States
60097596,Dr. Babasaheb Ambedkar Technological University,Lonere,MH,India
60097640,Shail Group,New Delhi,,India
60097660,JIS Group,Kolkata,WB,India
60097677,Genpact,Gurugram,HR,India
60097688,Global Alliance for Improved Nutrition,Geneva,GE,Switzerland
60097691,Government of Goa,,GA,India
60097697,Government of Kerala,Thiruvananthapuram,KL,India
60097729,Jaypee Group,New Delhi,,India
60097737,JK Organistion,New Delhi,DL,India
60097750,Centro de Estudios Superiores Felipe II,Aranjuez,Madrid,Spain
60097766,Detroit Country Day School,Detroit,MI,United States
60097774,ESI Group,Paris,Ile-de-France,France
60097787,"Fraunhofer USA, Inc.",Plymouth,MI,United States
60097821,Cranbrook,Bloomfield Hills,MI,United States
60097888,"Andro Computational Solutions, LLC.",Rome,NY,United States
60097904,"Assured Information Security, Inc.",Rome,NY,United States
60097937,EXFO,Quebec,QC,Canada
60098010,Estée Lauder Inc.,New York,NY,United States
60098011,Moog Inc.,East Aurora,NY,United States
60098019,City of New York,New York,NY,United States
60098089,Tokyo Kasei-Gakuin University,Tokyo,,Japan
60098090,Tokyo University and Graduate School of Social Welfare,Tokyo,,Japan
60098092,Chapin Hall at the University of Chicago,Chicago,IL,United States
60098172,"InterDigital, Inc.",Wilmington,DE,United States
60098206,Yrkeshögskolan Novia,Vaasa,,Finland
60098217,Visidon Ltd.,Oulu,,Finland
60098219,Visual Components Oy,Helsinki,,Finland
60098220,Wärtsilä Corporation,Helsinki,,Finland
60098261,Gasera Ltd.,Turku,,Finland
60098265,Hankasalmen Observatorion,Hankasalmi,,Finland
60098276,Konecranes Plc,Hyvinge,,Finland
60098279,KONE Corporation Finland,Espoo,,Finland
60098299,Elekta AB,Stockholm,Stockholm,Sweden
60098303,"Institute of Geological and Mining Research, Yaounde",Yaounde,,Cameroon
60098362,"Freedom Photonics, LLC",Santa Barbara,CA,United States
60098400,The Packer Collegiate Institute,New York,NY,United States
60098403,PAR Government Systems Corporation,Rome,NY,United States
60098429,ICON Plc,Dublin,,Ireland
60098440,Bloomberg L.P.,New York,NY,United States
60098480,Appen Pty Ltd.,Sydney,NSW,Australia
60098512,Zhejiang University of Finance and Economics,Hangzhou,,China
60098513,Hangzhou City University,Hangzhou,Zhejiang,China
60098532,Abbey Ridge Observatory,Stillwater Lake,NS,Canada
60098593,DH Consultancy BVBA,Leuven,Vlaams-Brabant,Belgium
60098611,Sacramento Municipal Utility District,Sacramento,CA,United States
60098619,"ROHM CO., LTD.",Kyoto,,Japan
60098734,Astronomical Society of Southern Africa,Observatory,Gauteng,South Africa
60098735,Babcock International Group PLC,London,,United Kingdom
60098790,Marsh & McLennan Companies,New York,NY,United States
60098795,"Nature Source Improved Plants, LLC",Ithaca,NY,United States
60098833,Maier-Leibnitz-Laboratorium,Garching bei Munchen,Bayern,Germany
60098866,"SixPoint Materials, Inc.",Buellton,CA,United States
60098892,ATCO Group,Calgary,AB,Canada
60098929,Canatu Ltd.,Espoo,,Finland
60098935,Central Finland Health Care District,Jyvaskyla,,Finland
60098948,"Valtiovarainministeriö, Finland",Helsinki,,Finland
60098973,Okmetic Oyj,Vantaa,,Finland
60098990,Turun ammattikorkeakoulu,Turku,,Finland
60098991,Oulun seudun ammattikorkeakoulu,Oulu,,Finland
60099059,Airbus France,Blagnac,Occitanie,France
60099123,Instituto Tecnológico de Costa Rica,Cartago,Cartago,Costa Rica
60099146,Abcam plc,Cambridge,,United Kingdom
60099166,Adelard LLP,London,,United Kingdom
60099167,Program Systems Institute of the Russian Academy of Sciences,Pereslavl-Zalessky,Yaroslavl Oblast,Russian Federation
60099173,"Bundesministerium für Landwirtschaft, Regionen und Tourismus",Vienna,,Austria
60099200,Bundesamt für Eich- und Vermessungswesen,Vienna,,Austria
60099209,GroundProbe Pty Ltd,Brisbane,QLD,Australia
60099215,GKN plc.,Worcestershire,,United Kingdom
60099259,Acciona S.A.,Alcobendas,Madrid,Spain
60099295,"Economic and Social Research Council, UK",Swindon,Wiltshire,United Kingdom
60099296,Engineering and Physical Sciences Research Council,Swindon,Wiltshire,United Kingdom
60099299,Arm Limited,Cambridge,Cambridgeshire,United Kingdom
60099344,Governo do Estado do Ceará,Fortaleza,CE,Brazil
60099391,Berner Fachhochschule,Bern,BE,Switzerland
60099442,Dynamics Research Corporation,Andover,MA,United States
60099445,Endicott College,Beverly,MA,United States
60099450,Environmental Sciences Associates,San Francisco,CA,United States
60099513,"Bell Laboratories, Inc.",Madison,WI,United States
60099542,BAA Airports Limited,Bromley,Middlesex,United Kingdom
60099647,Lasell University,Newtown,MA,United States
60099651,Lesley University,Cambridge,MA,United States
60099670,Bansilal Ramanath Agrawal Charitable Trust,Pune,MH,India
60099674,Karnataka Reddy Jana Sangha,Bengaluru,KA,India
60099689,Vasavi Academy of Education,Hyderabad,AP,India
60099770,"Susquehanna International Group, LLP",Bala-Cynwyd,PA,United States
60099774,U.S. Army Watervliet Arsenal,Watervliet,NY,United States
60099781,United States Merchant Marine Academy,Kings Point,NY,United States
60099787,"Thornton Tomasetti, Inc.",New York,NY,United States
60099798,Kamakura Corporation,Honolulu,HI,United States
60099870,Capgemini France,Paris,Ile-de-France,France
60099888,NanoMEGAS,Brussels,BRU,Belgium
60099891,JSR Corporation,Tokyo,,Japan
60099905,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad,Tlalpan,DF,Mexico
60099927,Arup Group Limited,London,,United Kingdom
60099952,Windsor Regional Hospital,Windsor,ON,Canada
60099964,Halton Healthcare Services,Oakville,ON,Canada
60099965,Oakville Hospital Foundation,Oakville,ON,Canada
60099982,MDA Consulting Limited,Croydon,,United Kingdom
60100001,Process Systems Enterprise Limited,London,,United Kingdom
60100003,Bradford College,Bradford,West Yorkshire,United Kingdom
60100018,Brighton and Sussex Medical School,Brighton,East Sussex,United Kingdom
60100024,British Heart Foundation,London,,United Kingdom
60100032,National Nuclear Laboratory,Warrington,Cheshire,United Kingdom
60100056,The British Library,London,,United Kingdom
60100082,Karunya Institute of Technology and Sciences,Coimbatore,TN,India
60100113,Compass Inc,West Columbia,SC,United States
60100184,Ocean Alliance,Lincoln,MA,United States
60100201,Aurora Flight Sciences Corporation,Manassas,VA,United States
60100212,American Society for Engineering Education,"Washington, D.C.",DC,United States
60100230,DECTRIS Ltd,Baden,,Switzerland
60100239,Ergon Informatik AG,Zurich,,Switzerland
60100290,"Sky & Telescope, Cambridge",Cambridge,MA,United States
60100409,Spectris plc,Egham,Surrey,United Kingdom
60100434,Birmingham City University,Birmingham,West Midlands,United Kingdom
60100490,Instituto Federal de Alagoas,Maceio,AL,Brazil
60100492,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,Brasilia,DF,Brazil
60100508,"Agência Nacional de Vigilância Sanitária, Brazil",Brasilia,DF,Brazil
60100513,Fundação Dom Cabral,Nova Lima,MG,Brazil
60100612,United World Colleges,London,,United Kingdom
60100740,Illinois Bone & Joint Institute,Chicago,IL,United States
60100770,Harper College,Palatine,IL,United States
60100814,Gábor Dénes Föiskola,Budapest,,Hungary
60100828,Magyar Csillagászati Egyesület,Budapest,,Hungary
60100840,"OmniVision Technologies, Inc",Santa Clara,CA,United States
60100855,Fasteris SA,Geneva,,Switzerland
60100879,"Institut de hautes études internationales et du développement,Geneve",Geneva,,Switzerland
60100905,Hungarian National Bank,Budapest,,Hungary
60100911,Mirrotron Ltd,Budapest,,Hungary
60100972,Hindusthan Educational Institutions,Coimbatore,TN,India
60100974,Sharda Group Of Institutions,New Delhi,,India
60100988,Rajalakshmi Educational Trust,Chennai,TN,India
60100991,"Bharatiya Vidya Bhavan, Mumbai",Mumbai,MH,India
60101002,Research Institute for Advanced Computer Science,Mountain View,CA,United States
60101070,"Centre of Excellence in Aeronautical Research, Gosselies",Gosselies,WBR,Belgium
60101185,MAGMA Giessereitechnologie GmbH,Aachen,,Germany
60101243,"Center for Backyard Astrophysics, Illinois",East Peoria,IL,United States
60101287,"Las Cumbres Observatory Global Telescope Network, Inc",Santa Barbara,CA,United States
60101347,"Groupe d'Etude de la Matière Condensée, CNRS-Université de Versailles",Versailles,Ile-de-France,France
60101360,"Laboratoire de Géographie Physique et Environnementale, Clermont-Ferrand",Clermont-Ferrand,Auvergne-Rhone-Alpes,France
60101362,Laboratoire de Biométrie et Biologie Évolutive,Villeurbanne,Auvergne-Rhone-Alpes,France
60101363,Brain and Cognition Research Center in Toulouse,Toulouse,Occitanie,France
60101367,Le Laboratoire Géoazur,Sophia Antipolis,Provence-Alpes-Cote d'Azur,France
60101368,Observatoire de Physique du Globe de Clermont- Ferrand,Aubiere,Auvergne-Rhone-Alpes,France
60101369,"Laboratoire Magmas et Volcans, Clermont-Ferrand",Aubiere,Auvergne-Rhone-Alpes,France
60101370,Laboratoire Architecture et Fonction des Macromolécules Biologiques,Marseille,Provence-Alpes-Cote d'Azur,France
60101483,Information Processing Society of Japan,Tokyo,Tokyo,Japan
60101551,Gangadhar Meher University,Sambalpur,OR,India
60101578,Beam Engineering for Advanced Measurements Co,Winter Park,FL,United States
60101584,Tampa Electric,Tampa,FL,United States
60101604,Système de santé de Niagara,St. Catharines,ON,Canada
60101614,Vancouver Island University,Nanaimo,BC,Canada
60101638,College of Mount Saint Vincent,New York,NY,United States
60101641,"GrammaTech, Inc",Ithaca,NY,United States
60101665,"Instituto Federal de Educação, Ciéncia e Tecnologia do Pará",Belem,PA,Brazil
60101667,"Federal Institute of Education, Science and Technology of Santa Catarina",Florianopolis,SC,Brazil
60101670,Universidade Federal de Ciencias da Saúde de Porto Alegre,Porto Alegre,RS,Brazil
60101671,"Instituto Carlos Chagas, Curitiba",Curitiba,PR,Brazil
60101675,"Instituto Federal de Educação, Ciência e Tecnologia Goiano Campus Rio Verde",Rio Verde,GO,Brazil
60101677,Instituto Federal do Espírito Santo,Vitoria,ES,Brazil
60101679,"Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro",Rio de Janeiro,RJ,Brazil
60101699,Mitsubishi Electric Corporation,Tokyo,,Japan
60101745,Hospital General de Ciudad Real,Ciudad Real,Ciudad Real,Spain
60101751,Parc de Recerca Biomèdica de Barcelona,Barcelona,Barcelona,Spain
60101757,Hospital Universitario Infanta Leonor,Madrid,Madrid,Spain
60101760,Sigma Space Corporation,Lanham,MD,United States
60101762,"Euclid Techlabs, LLC",Rockville,MD,United States
60101770,US Public Health Service,Rockville,MD,United States
60101782,Quanta Technology LLC,Raleigh,NC,United States
60101792,Elinkeinoelämän Tutkimuslaitos,Helsinki,,Finland
60101794,Maanmittauslaitos,Helsinki,Uusimaa,Finland
60101800,nLIGHT Corporation,Vancouver,WA,United States
60101841,UCSI University,Kuala Lumpur,,Malaysia
60101843,HØgskolen i Østfold,Halden,Viken,Norway
60101844,Institut de Chimie Moléculaire et des Matériaux d'Orsay,Orsay,Ile-de-France,France
60101853,Ministère de la Recherche et de l'Innovation,Toronto,ON,Canada
60101854,Ontario Institute for Cancer Research,Toronto,ON,Canada
60101860,Bartin Üniversitesi,Bartin,Bartin,Turkey
60101868,University of Applied Sciences Western Switzerland,Delemont,JU,Switzerland
60101870,Scuola Universitaria Professionale della Svizzera Italiana,Manno,Lugano,Switzerland
60101934,Santner Foundation,Graz,,Austria
60101944,Stefan-Meyer-Institut für Subatomare Physik,Vienna,,Austria
60101951,CERATIZIT SA,Reutte,,Austria
60101963,Intermountain Medical Center,Murray,UT,United States
60101969,"Materials Innovation Institute, Delft",Delft,Zuid-Holland,Netherlands
60101977,St. Petersburg Federal Research Center of the Russian Academy of Sciences,Saint Petersburg,,Russian Federation
60101981,"AE Favorsky Irkutsk Institute of Chemistry, Siberian Branch, Russian Academy of Sciences",Irkutsk,Irkutsk Oblast,Russian Federation
60102002,Tähtitieteellinen yhdistys Ursa ry,Helsinki,,Finland
60102005,Kymenlaakson Sairaanhoitopiiri,Kotka,,Finland
60102016,American Association of Variable Star Observers,Cambridge,MA,United States
60102019,Hochschule Ostwestfalen Lippe,Lemgo,Nordrhein-Westfalen,Germany
60102020,The Gandhigram Rural Institute,Gandhigram,TN,India
60102026,University of Chester,Chester,Cheshire,United Kingdom
60102027,University of Chichester,Chichester,West Sussex,United Kingdom
60102035,"SIL International, USA",Dallas,TX,United States
60102056,Salzburg Research Forschungsgesellschaft mbH,Salzburg,,Austria
60102060,Scuola IMT Alti Studi Lucca,Lucca,LU,Italy
60102068,Bundesministerium für Ernährung und Landwirtschaft,Bonn,Nordrhein-Westfalen,Germany
60102069,"Max Rubner-Institut, Germany",Karlsruhe,Baden-Wurttemberg,Germany
60102070,Shanghai Ocean University,Shanghai,,China
60102076,Third Affiliated Hospital of Soochow University,Changzhou,Jiangsu,China
60102079,Zhengzhou Normal University,Zhengzhou,Henan,China
60102081,Beijing Academy of Agriculture and Forestry Sciences,Beijing,Beijing,China
60102082,GanNan Normal University,Ganzhou,Jiangxi,China
60102083,Shenzhen Institute of Advanced Technology,Shenzhen,,China
60102085,Chengdu University,Chengdu,Sichuan,China
60102087,Yangtze Normal University,Chongqing,Sichuan,China
60102097,BGI-Shenzhen,Shenzhen,Guangdong,China
60102098,Shenyang Institute of Engineering,Shenyang,Liaoning,China
60102106,"Saint Luke's Health System, Missouri",Kansas City,MO,United States
60102124,Université Fédérale Toulouse Midi-Pyrénées,Toulouse,Occitanie,France
60102125,Université de Bordeaux,Bordeaux,Nouvelle-Aquitaine,France
60102126,Université de Lyon,Lyon,Auvergne-Rhone-Alpes,France
60102127,Aix Marseille Université,Marseille,Provence-Alpes-Cote d'Azur,France
60102128,Jichi Medical University,Kawachi District,Tochigi,Japan
60102132,Dniprovsk State Technical University,Kamianske,Dnipropetrovsk Oblast,Ukraine
60102138,E2v,Chelmsford,Essex,United Kingdom
60102148,"Istituto di Ricerca sulle Acque, Italy",Monterotondo,RM,Italy
60102150,"Accademia Nazionale dei Lincei, Italy",Rome,RM,Italy
60102151,Istituto Italiano di Tecnologia,Genoa,GE,Italy
60102172,Semantic Technology Institute International,Vienna,,Austria
60102176,National Bank of Belgium,Brussels,BRU,Belgium
60102233,Galgotias Educational Institutions,Noida,UP,India
60102259,De Nederlandsche Bank,Amsterdam,,Netherlands
60102262,VieCuri Medisch Centrum voor Noord-Limburg,Venlo,,Netherlands
60102305,National Jewish Health,Denver,CO,United States
60102330,Mount Saint Mary's University,Emmitsburg,MD,United States
60102370,"Anritsu Company, USA",Morgan Hill,CA,United States
60102410,Hebei Finance University,Baoding,Hebei,China
60102421,Chinese Academy of Social Sciences,Beijing,,China
60102426,Xi'an Jiaotong-Liverpool University,Suzhou,Jiangsu,China
60102429,Zhengzhou Information Science Technology Institute,Zhengzhou,Henan,China
60102431,Shanghai Academy of Social Sciences,Shanghai,,China
60102435,Zhejiang-California International NanoSystems Institute,Hangzhou,Zhejiang,China
60102443,Tianjin Eye Hospital,Tianjin,,China
60102446,Tianjin Electric Power Industry Bureau,Tianjin,,China
60102447,Jiangsu Province Hospital,Nanjing,Jiangsu,China
60102449,Shanghai Urban Construction Group,Shanghai,,China
60102452,Shanghai Meteorological Bureau,Shanghai,,China
60102456,Jining University,Qufu,Shandong,China
60102459,Burdur Mehmet Akif Ersoy Üniversitesi,Burdur,,Turkey
60102460,Usak University,Usak,,Turkey
60102465,Hitit University,Corum,Corum,Turkey
60102467,Türk Havacılık ve Uzay Sanayii A.Ş,Fethiye,Ankara,Turkey
60102471,Ordu Üniversitesi,Ordu,,Turkey
60102503,Daicel Corporation,Osaka,Osaka,Japan
60102515,The Mind Research Network,Albuquerque,NM,United States
60102516,"OpenEye Scientific Software, Inc",Santa Fe,NM,United States
60102519,"TechSource, Inc.",Los Alamos,NM,United States
60102528,"EURATOM Association, Germany",Garching bei Munchen,Bayern,Germany
60102529,Deutsche Bundesbank,Frankfurt am Main,Hessen,Germany
60102535,Gemeinnutzige Hertie Stiftung,Frankfurt am Main,Hessen,Germany
60102538,Karlsruher Institut für Technologie,Karlsruhe,Baden-Wurttemberg,Germany
60102543,Forschungsstelle für Energiewirtschaft eV,Munich,Bayern,Germany
60102568,Narodowy Bank Polski,Warsaw,,Poland
60102614,Sarmap sa,Purasca,,Switzerland
60102659,Ministry of Textiles Government of India,New Delhi,,India
60102666,Raisoni Group,Nagpur,MH,India
60102713,United International College,Zhuhai,Guangdong,China
60102714,Polar Research Institute of China,Shanghai,Shanghai,China
60102728,TianJin University of Technology and Education,Tianjin,,China
60102748,Instituto IMDEA,Madrid,,Spain
60102765,The Hague University of Applied Sciences,The Hague,Zuid-Holland,Netherlands
60102780,Mangosuthu University of Technology,Umlazi,KwaZulu-Natal,South Africa
60102787,National University of Water and Environmental Engineering,Rivne,Rivne Oblast,Ukraine
60102792,"SoftServe, Inc , Europe",Lviv,,Ukraine
60102793,Ministry of Education and Science of Ukraine,Kyiv,,Ukraine
60102794,"Research Institute \Mykolaiv Astronomical Observatory\""""",Mykolaiv,Mykolaiv Oblast,Ukraine
60102795,DOE Bioenergy Research Centers,"Washington, D.C.",,United States
60102885,"STAR Cryoelectronics, LLC",Santa Fe,NM,United States
60102891,"Mesa Photonics, LLC",Santa Fe,NM,United States
60102911,Epic Systems Corporation,Verona,WI,United States
60102912,Jyväskylän ammattikorkeakoulu,Jyvaskyla,,Finland
60102943,Patria Oyj,Helsinki,,Finland
60102996,Messer Group GmbH,Sulzbach,,Germany
60102999,Peninsula Private Hospital,Frankston,VIC,Australia
60103001,Ipsos,Paris,,France
60103003,NorthShore University HealthSystem,Evanston,IL,United States
60103052,Institut Rayonnement-Matière de Saclay,Gif-sur-Yvette,Ile-de-France,France
60103055,University of the Fraser Valley,Abbotsford,BC,Canada
60103070,Axpo Holding AG,Baden,AG,Switzerland
60103075,VersuchsStollen Hagerbach Ltd,Flums Hochwiese,,Switzerland
60103124,Bentley University,Waltham,MA,United States
60103127,Buckingham Browne & Nichols,Cambridge,MA,United States
60103135,"Triton Systems, Inc",Chelmsford,MA,United States
60103148,North China University of Water Resources and Electric Power,Zhengzhou,Henan,China
60103153,Ulsan National Institute of Science and Technology,Ulsan,,South Korea
60103159,Thomson Reuters,New York,NY,United States
60103164,Heidelberger Akademie der Wissenschaften,Heidelberg,,Germany
60103188,"Statistical and Applied Mathematical Sciences Institute, USA",Research Triangle Park,NC,United States
60103238,Délégation Générale pour l'Armement,Bordeaux Armees,,France
60103239,Institut Charles Gerhardt Montpellier,Montpellier,Occitanie,France
60103240,"Territoires, Environnement, Télédétection et Information Spatiale",Montpellier,Occitanie,France
60103268,Scripps Translational Science Institute,La Jolla,CA,United States
60103274,Memorial Hermann Children's Hospital,Houston,TX,United States
60103281,Beijing Microelectronic Technology Institute,Beijing,Beijing,China
60103282,Second Affiliated Hospital of Suzhou University,Suzhou,Jiangsu,China
60103284,China Academy of Chinese Medical Sciences,Beijing,Beijing,China
60103293,Golden Jubilee National Hospital,Clydebank,"West Dunbartonshire, Scotland",United Kingdom
60103295,Cambridge Consultants Limited,Cambridge,,United Kingdom
60103300,Global Phasing Ltd,Cambridge,,United Kingdom
60103303,Istituto Oncologico Veneto IOV - IRCCS,Padua,PD,Italy
60103325,The Rimini Center for Economic Analysis,Rimini,RN,Italy
60103326,John Cabot University,Rome,,Italy
60103329,Azienda Ospedaliero-Universitaria Consorziale Policlinico di Bari,Bari,BA,Italy
60103331,Gabriele Monasterio Foundation,Pisa,,Italy
60103347,"Hogeschool van Amsterdam, University of Applied Sciences",Amsterdam,,Netherlands
60103367,Azienda Ospedaliero-Universitaria San Luigi Gonzaga,Orbassano,TO,Italy
60103368,Université de Strasbourg,Strasbourg,Grand Est,France
60103374,Subaru Corporation,Tokyo,,Japan
60103384,"Sumitomo Metal Mining Co., Ltd.",Tokyo,,Japan
60103394,USHIO Inc.,Tokyo,,Japan
60103406,"Otsuka Holdings Co, Ltd",Tokyo,Tokyo,Japan
60103411,"Cybernet Systems Co, Ltd",Tokyo,Tokyo,Japan
60103422,"Sekisui Chemical Co, Ltd",Kita-ku,Osaka,Japan
60103426,"Hokkaido Electric Power Co, Inc",Sapporo,Hokkaido,Japan
